object_id,leak_id,parser,file_name,filepath,date_parsed,file_size,file_line_count,parsed_identities,already_read_lines,status,file_type,detected_fields,leak_source
649c5f4268eea91ac1faf09c,27ea82df07db79cde131af38deffd2ae092606a36f062f2eadf6d8cb9680c0ae,xing2-2.0.1,173.txt,collection1/Collection  #1_MAIL ACCESS combos/173.txt,1687969776,3291430,100000,99996,100000,finished,unknown,"['password', 'username', 'email']",Collection#1
649c638b8daf2c5b4568a211,28ebcc6604ae563e8ee2b6de913d5e061b8f6c1b5a211ddc6f0b3c657e2f5160,xing4-2.0.1,583.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/583.txt,1687970832,3284680,100000,99998,100000,finished,unknown,"['email', 'username', 'password']",Collection#1
649c0f58c0b597f7f681dcce,296495955c486aa5f7fd383ff2384c208bb222539dd9250fda1c9a0e3961a380,xing5-2.0.1,192.txt,collection1/Collection  #1_OLD CLOUD_Shopping combos/192.txt,1687949601,3262553,100000,99960,100000,finished,unknown,"['unknown', 'email', 'username', 'password']",Collection#1
649c0ef2a3e11767965c6012,2b7632e53d405771fc204755937f311abb91516577bbc10a75ecdd25b3d400e9,xing1-2.0.1,GrinderScape [1kk NOHASH].txt,collection1/Collection  #1_Dumps - dehashed/GrinderScape [1kk NOHASH].txt,1687951429,41197312,1358552,32269,1358552,finished,unknown,"['unknown', 'cc', 'password', 'email', 'ip', 'username']",Collection#1
649c71f368eea91ac141d266,2cbc6ef3686280ad31cb9b9c24a3db561322652d95291ba226956acdc0cd088c,xing2-2.0.1,1071.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/1071.txt,1687974526,3220427,100000,99969,100000,finished,unknown,"['password', 'email', 'username']",Collection#1
649c229f2242ba88a0be634b,2ea1dc7f58437cda0f0b75d00c8b857e9cda2ce07bb94df7529df48d24c46048,xeno7-2.0.1,houseofflooringltd.co.uk {9.651} [NOHASH].txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/houseofflooringltd.co.uk {9.651} [NOHASH].txt,1687954109,339690,9651,19298,9651,finished,unknown,"['password', 'username', 'email']",Collection#1
649c7a2a68eea91ac114abb3,2f751807b5a1cae8da96872b440ea4822dc6937bc900939ddb7cf5a878a093b9,xing2-2.0.1,234.txt,collection1/Collection  #1_EU combos/234.txt,1687976625,3180272,100000,99999,100000,finished,unknown,"['password', 'email', 'username']",Collection#1
649cd61d68eea91ac1f86185,2ff0af261c459588fe6f5348fe96a478164c9e715afc87cbb43307aa6cdca7e0,xing2-2.0.1,www.les-fourgs.com.txt,collection1/Collection  #1_OLD CLOUD_Dump cleaned - deleted duplicated and trash/www.les-fourgs.com.txt,1688000029,14850,420,420,420,finished,unknown,"['email', 'password']",Collection#1
649c6c2268eea91ac1655d06,3018c7bce1d3b18cde2543e2eb6f389f4dc5cebea700825accb7a63f280e5a27,xing2-2.0.1,747.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/747.txt,1687973042,3247403,100000,99999,100000,finished,unknown,"['cc', 'username', 'password', 'email']",Collection#1
649c6aec8daf2c5b4503410b,316f3d45d28c85e705a0770fe77b384bbb37e2872bd7ceadcccf1b57132aa24c,xing4-2.0.1,745.txt,collection1/Collection  #1_EU combos/745.txt,1687972731,3253167,100000,99991,100000,finished,unknown,"['hash-md5', 'password', 'email', 'username']",Collection#1
